,Total Employees,Tech/No Tech,Tech Role,MH Benefits,Awareness of Company MH Care,Formal MH Discussion,MH Resources,Anonymity,Medical Leave,MH Negative Impact,PH Negative Impact,Telling Coworkers,Telling Supervisors,MH PH Equal,Observed Negative Impact,Previous Employers,PH Potential Employer,MH Potential Employer,MH Identification Career Harm,Negative Impact Coworkers,Sharing w/ Family/Friends,Prev Observed Unsupportive Response,MH Family History,Past Mental Disorder,Current Mental Disorder,Professional Diagnosis,Sought Treatment,MH Interference Treatment,MH Interference No Treatment,Age,Gender,Country,State,Position,Remote
773,5,1.0,1.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Maybe,No,No,No,Very open,No,No,Yes,Yes,Yes,1,Rarely,Often,3,Other,UK,9,Dev Evangelist/Advocate|Back-end Developer|Front-end Developer,Never
776,4,1.0,1.0,Yes,Yes,No,I don't know,I don't know,0,Yes,No,No,No,I don't know,No,1,No,No,Yes,Yes,Neutral,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Male,USA,1,DevOps/SysAdmin,Sometimes
777,6,1.0,1.0,Yes,Yes,Yes,Yes,Yes,1,Maybe,No,Yes,Yes,I don't know,Yes,1,No,No,No,No,Very open,Yes,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Male,USA,4,Executive Leadership,Sometimes
778,4,1.0,1.0,Yes,Yes,No,Yes,No,2,Maybe,Maybe,No,No,I don't know,Yes,1,Yes,Yes,Maybe,Maybe,Somewhat open,Yes,Yes,No,Yes,No,0,Not applicable to me,Not applicable to me,3,Male,USA,1,Support,Always
779,6,0.0,0.0,Yes,I am not sure,No,I don't know,Yes,3,Maybe,No,Maybe,No,No,No,1,No,No,Yes,Yes,Somewhat not open,Maybe,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,4,Female,USA,4,Support,Never
780,1,1.0,1.0,I don't know,I am not sure,No,No,I don't know,2,Maybe,Maybe,Maybe,No,Yes,No,1,Maybe,No,Yes,Maybe,Somewhat not open,No,I don't know,Yes,Yes,Yes,1,Rarely,Often,2,Female,USA,4,Front-end Developer|Designer,Sometimes
781,6,0.0,0.0,Yes,No,No,Yes,I don't know,0,Maybe,No,No,No,No,No,0,Maybe,No,Yes,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,4,Male,USA,6,Support,Never
782,4,1.0,1.0,Yes,Yes,No,No,I don't know,1,No,No,Yes,Yes,No,Yes,1,No,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Never,Sometimes,3,Female,USA,2,Front-end Developer,Always
783,5,0.0,0.0,Yes,Yes,No,No,Yes,2,Yes,Maybe,Maybe,No,No,No,1,Maybe,No,Yes,Yes,Not applicable to me (I do not have a mental illness),Maybe,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,3,Female,USA,1,Other,Never
785,2,1.0,1.0,No,No,No,No,I don't know,3,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,No,No,Somewhat open,No,I don't know,Yes,Yes,No,1,Never,Often,2,Male,USA,5,Back-end Developer,Sometimes
787,6,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,1,No,No,Maybe,No,I don't know,No,0,No,No,Maybe,No,Not open at all,No,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,7,Back-end Developer,Sometimes
790,6,1.0,1.0,Yes,No,I don't know,Yes,I don't know,4,Maybe,Maybe,Yes,Yes,Yes,No,1,No,No,Maybe,Maybe,Very open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,1,Back-end Developer,Sometimes
791,2,1.0,1.0,I don't know,No,No,I don't know,I don't know,4,Yes,Maybe,No,No,Yes,No,1,No,No,Yes,Yes,Not open at all,Yes,Yes,Maybe,Maybe,Yes,1,Not applicable to me,Often,2,Female,USA,7,Front-end Developer|Designer,Sometimes
792,4,1.0,1.0,Yes,Yes,I don't know,I don't know,Yes,2,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,No,No,Very open,Yes,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Male,Canada,9,Supervisor/Team Lead,Always
793,4,1.0,1.0,Yes,No,No,No,I don't know,4,Maybe,No,No,Maybe,No,No,1,Maybe,No,Maybe,Maybe,Not open at all,No,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,2,Male,USA,2,Back-end Developer,Sometimes
794,3,1.0,1.0,I don't know,No,No,No,I don't know,2,Maybe,No,No,No,No,No,1,No,No,Maybe,Yes,Not open at all,Maybe,No,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,3,Male,USA,4,Back-end Developer,Sometimes
795,6,1.0,1.0,Yes,Yes,I don't know,Yes,Yes,0,Maybe,Maybe,Maybe,Maybe,Yes,No,1,No,No,Yes,Maybe,Somewhat not open,Yes,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,4,Female,USA,3,Executive Leadership,Always
796,4,1.0,1.0,I don't know,I am not sure,Yes,Yes,I don't know,1,No,No,Maybe,Yes,Yes,No,1,Maybe,No,Maybe,No,Somewhat open,No,No,No,Maybe,No,0,Never,Sometimes,2,Male,Australia,9,Dev Evangelist/Advocate|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Always
798,4,1.0,1.0,Yes,I am not sure,No,No,I don't know,3,Maybe,No,No,Maybe,I don't know,Yes,1,Yes,No,Maybe,Maybe,Very open,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Male,USA,4,Dev Evangelist/Advocate,Always
799,2,0.0,0.0,Yes,Yes,No,No,Yes,2,Maybe,No,Maybe,No,I don't know,No,1,Yes,No,Yes,Maybe,Somewhat open,Yes,No,Yes,Maybe,Yes,1,Never,Sometimes,3,Male,USA,6,DevOps/SysAdmin|Support|One-person shop,Sometimes
801,3,1.0,1.0,I don't know,No,No,I don't know,I don't know,2,Maybe,Maybe,No,No,No,No,1,No,No,Yes,Yes,Not applicable to me (I do not have a mental illness),Yes,No,No,No,No,0,Not applicable to me,Not applicable to me,4,Female,USA,5,Executive Leadership,Never
803,2,1.0,1.0,No,No,No,No,I don't know,3,Yes,Maybe,No,Maybe,I don't know,No,1,No,No,Yes,Yes,Somewhat open,Yes,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,Australia,9,Designer|Support|Supervisor/Team Lead,Sometimes
804,4,1.0,1.0,Yes,Yes,Yes,Yes,Yes,2,Maybe,No,Maybe,Yes,I don't know,Yes,1,Maybe,No,Yes,Maybe,Somewhat open,Maybe,Yes,Yes,Maybe,Yes,1,Rarely,Often,3,Male,USA,5,Front-end Developer|Designer,Always
805,6,1.0,1.0,Yes,No,I don't know,I don't know,I don't know,3,Maybe,Maybe,Yes,Maybe,I don't know,No,1,Maybe,No,Yes,Maybe,Somewhat open,Maybe,I don't know,Yes,No,No,1,Sometimes,Sometimes,3,Male,USA,5,Back-end Developer,Sometimes
806,2,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,4,Yes,Yes,No,Yes,I don't know,No,0,No,No,Yes,Yes,Somewhat not open,Yes,No,No,Yes,No,1,Not applicable to me,Often,2,Male,Australia,9,Front-end Developer,Never
807,3,0.0,0.0,Yes,I am not sure,No,No,I don't know,5,Yes,Yes,No,No,No,Yes,1,Maybe,No,Yes,Yes,Somewhat open,Maybe,Yes,Yes,No,Yes,1,Rarely,Often,2,Male,USA,1,Other|Supervisor/Team Lead|Dev Evangelist/Advocate|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer|Designer|One-person shop,Sometimes
809,4,1.0,1.0,Yes,No,No,No,I don't know,4,Maybe,Maybe,Maybe,No,No,Yes,1,No,No,Yes,Maybe,Very open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,4,Male,USA,5,Back-end Developer,Always
810,4,0.0,0.0,No,I am not sure,No,No,I don't know,3,Maybe,No,No,Maybe,I don't know,No,1,Maybe,No,Yes,Yes,Somewhat open,I am not sure,Yes,Yes,Maybe,Yes,1,Not applicable to me,Often,3,Female,Canada,9,Front-end Developer,Sometimes
812,1,1.0,1.0,No,No,No,No,No,1,No,Maybe,Maybe,No,I don't know,Yes,0,Yes,Yes,Yes,Yes,Very open,No,No,No,No,No,0,Never,Never,2,Male,Other,9,Full track,Never
813,6,1.0,1.0,Yes,I am not sure,No,No,Yes,2,Maybe,No,Yes,Maybe,I don't know,No,1,No,No,Maybe,No,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Germany,9,Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes
814,4,0.0,0.0,I don't know,No,No,I don't know,I don't know,0,Maybe,No,Maybe,Yes,I don't know,No,1,Yes,Maybe,No,Maybe,Somewhat open,No,Yes,No,Maybe,No,1,Rarely,Often,2,Male,UK,9,Support|Designer,Never
815,2,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,4,No,No,Maybe,Yes,No,No,0,Yes,Maybe,Yes,No,Neutral,No,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,UK,9,Back-end Developer,Never
817,2,1.0,1.0,I don't know,I am not sure,No,No,Yes,3,Maybe,No,Yes,No,I don't know,No,0,No,No,Maybe,No,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,5,Other|Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
818,6,0.0,0.0,I don't know,I am not sure,No,I don't know,I don't know,3,Maybe,Maybe,No,No,Yes,No,1,Maybe,Maybe,Maybe,Yes,Somewhat open,No,No,No,No,No,0,Rarely,Not applicable to me,4,Male,UK,9,Support,Never
819,2,1.0,1.0,I don't know,I am not sure,No,No,I don't know,1,No,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,No,No,Somewhat open,I am not sure,Yes,Maybe,Maybe,No,0,Not applicable to me,Sometimes,3,Male,Other,9,Executive Leadership|Supervisor/Team Lead|Front-end Developer|Back-end Developer,Always
821,3,0.0,0.0,I don't know,No,No,No,I don't know,5,Maybe,No,No,No,I don't know,No,0,No,No,Yes,Yes,Not open at all,Maybe,I don't know,Maybe,Maybe,No,0,Not applicable to me,Sometimes,4,Male,UK,9,Designer|Front-end Developer|Back-end Developer|Supervisor/Team Lead|Executive Leadership,Sometimes
822,3,0.0,0.0,Yes,No,No,No,I don't know,5,Maybe,No,No,No,No,No,1,Maybe,No,Yes,Yes,Somewhat open,Maybe,Yes,Yes,Yes,No,1,Not applicable to me,Often,3,Female,UK,9,Supervisor/Team Lead|DevOps/SysAdmin|Support|Front-end Developer|Designer|One-person shop,Never
824,2,1.0,1.0,No,No,No,No,I don't know,0,Yes,Maybe,No,No,I don't know,No,1,Maybe,Maybe,Yes,Maybe,Not applicable to me (I do not have a mental illness),I am not sure,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,UK,9,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate,Never
825,4,1.0,1.0,Yes,I am not sure,I don't know,Yes,I don't know,0,Maybe,No,Maybe,Maybe,I don't know,No,1,Yes,Maybe,Maybe,No,Somewhat open,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,2,Male,USA,2,Back-end Developer,Always
826,6,1.0,1.0,Yes,Yes,No,No,No,5,Maybe,No,No,No,No,No,1,No,No,Yes,Yes,Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Male,USA,1,Support,Sometimes
827,4,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,1,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,No,No,Somewhat open,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,5,Support,Always
829,2,1.0,1.0,I don't know,I am not sure,No,No,I don't know,0,No,No,Maybe,Maybe,I don't know,No,1,No,No,Yes,Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,6,Executive Leadership|Supervisor/Team Lead|Back-end Developer|DevOps/SysAdmin,Sometimes
830,5,1.0,1.0,I don't know,No,No,Yes,I don't know,0,Maybe,No,No,No,No,No,1,Maybe,Maybe,Yes,Yes,Very open,No,Yes,Yes,Yes,Yes,1,Rarely,Often,4,Female,Other,9,Front-end Developer,Never
831,6,1.0,1.0,Yes,I am not sure,No,I don't know,I don't know,2,No,No,No,No,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,0,Rarely,Sometimes,3,Female,USA,5,Back-end Developer,Sometimes
832,6,1.0,1.0,Yes,Yes,Yes,Yes,Yes,2,No,No,Maybe,Yes,Yes,No,1,Yes,Maybe,No,Maybe,Somewhat open,I am not sure,Yes,Yes,No,No,0,Not applicable to me,Not applicable to me,4,Male,USA,4,Supervisor/Team Lead,Sometimes
833,2,1.0,1.0,Yes,No,No,No,I don't know,4,No,No,Maybe,Maybe,Yes,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,5,Male,USA,6,Support|Front-end Developer|Back-end Developer,Sometimes
834,3,1.0,1.0,No,No,No,No,I don't know,2,No,No,Maybe,Maybe,I don't know,No,0,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,No,No,No,No,0,Sometimes,Often,3,Male,USA,1,Back-end Developer,Always
835,5,1.0,1.0,Yes,Yes,No,I don't know,Yes,3,No,No,Maybe,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Very open,No,I don't know,Yes,Yes,No,1,Rarely,Sometimes,3,Male,USA,4,Front-end Developer|Designer,Sometimes
836,3,1.0,1.0,I don't know,No,No,No,I don't know,0,No,No,Maybe,No,No,No,1,No,No,Yes,No,Somewhat open,No,No,Yes,No,Yes,1,Not applicable to me,Not applicable to me,2,Male,USA,4,Other,Sometimes
837,2,1.0,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,2,No,No,Maybe,Yes,I don't know,No,1,Maybe,No,Maybe,Maybe,Somewhat open,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,6,Back-end Developer,Sometimes
838,2,1.0,1.0,Yes,I am not sure,No,No,I don't know,5,Yes,Maybe,Maybe,Maybe,Yes,Yes,1,Maybe,Maybe,Yes,Yes,Not applicable to me (I do not have a mental illness),Yes,Yes,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,2,Supervisor/Team Lead,Sometimes
841,3,0.0,0.0,No,No,No,No,No,5,Yes,Yes,No,No,No,No,1,No,No,Yes,Yes,Neutral,Yes,I don't know,Maybe,Maybe,No,0,Often,Often,4,Male,Other,9,Back-end Developer,Never
842,2,1.0,1.0,Yes,No,No,I don't know,Yes,5,No,No,No,Maybe,I don't know,No,1,No,No,Yes,No,Not open at all,Maybe,No,No,No,No,1,Not applicable to me,Not applicable to me,3,Male,USA,6,Dev Evangelist/Advocate|Back-end Developer|Front-end Developer,Sometimes
844,3,1.0,1.0,Yes,Yes,No,No,Yes,2,No,No,Yes,Yes,No,No,1,Yes,Yes,Maybe,No,Very open,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Male,USA,5,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
845,6,0.0,0.0,Yes,I am not sure,Yes,I don't know,I don't know,2,Maybe,No,Maybe,Yes,I don't know,No,0,No,No,Maybe,Maybe,Somewhat open,I am not sure,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,UK,9,Back-end Developer,Sometimes
846,4,1.0,1.0,Yes,Yes,No,I don't know,Yes,2,Yes,Maybe,Yes,Yes,No,Yes,1,No,No,Yes,Yes,Very open,Yes,I don't know,Yes,Yes,Yes,1,Sometimes,Often,2,Female,USA,3,Support,Always
847,2,1.0,1.0,No,I am not sure,No,No,I don't know,3,Maybe,No,Maybe,No,I don't know,No,1,Maybe,Maybe,Maybe,No,Somewhat open,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,Other,9,Back-end Developer,Sometimes
848,6,0.0,0.0,I don't know,I am not sure,Yes,Yes,I don't know,5,Yes,No,No,No,I don't know,No,1,Maybe,No,No,No,Somewhat open,No,Yes,Yes,Yes,Yes,1,Rarely,Often,2,Female,USA,2,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
849,2,1.0,1.0,Yes,Yes,Yes,Yes,Yes,3,No,No,Maybe,No,Yes,No,1,Maybe,No,Yes,Yes,Somewhat open,Yes,No,Yes,Yes,No,1,Never,Sometimes,2,Male,USA,5,One-person shop,Never
851,6,0.0,0.0,Yes,I am not sure,I don't know,Yes,Yes,3,Maybe,No,No,Maybe,Yes,No,1,Maybe,No,Yes,Yes,Somewhat open,Yes,Yes,Maybe,No,No,0,Not applicable to me,Not applicable to me,3,Male,Canada,9,Supervisor/Team Lead|Dev Evangelist/Advocate|DevOps/SysAdmin|Support|Back-end Developer|Designer|Front-end Developer,Sometimes
852,3,0.0,0.0,No,I am not sure,Yes,I don't know,Yes,4,Yes,No,No,No,I don't know,No,1,Maybe,Maybe,Yes,Yes,Somewhat open,Yes,No,Yes,Yes,Yes,1,Sometimes,Often,3,Male,USA,2,Support,Sometimes
853,3,1.0,1.0,I don't know,I am not sure,No,No,I don't know,4,Maybe,No,No,No,I don't know,No,1,Maybe,No,Yes,Yes,Somewhat open,No,I don't know,Yes,Yes,Yes,1,Not applicable to me,Often,2,Male,Canada,9,Designer,Sometimes
854,4,1.0,1.0,Yes,No,No,I don't know,I don't know,1,Maybe,No,No,Maybe,I don't know,No,1,Maybe,No,Yes,Yes,Somewhat open,Maybe,Yes,Yes,Maybe,Yes,1,Sometimes,Often,3,Male,USA,2,Support,Sometimes
855,2,1.0,1.0,Yes,I am not sure,No,I don't know,I don't know,2,Maybe,No,Yes,Yes,Yes,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Often,Often,5,Male,USA,6,DevOps/SysAdmin,Sometimes
857,6,1.0,1.0,Yes,I am not sure,Yes,No,Yes,5,Yes,No,Yes,No,No,Yes,1,Maybe,No,Yes,No,Neutral,Yes,I don't know,Yes,No,Yes,1,Sometimes,Often,3,Female,Canada,9,Supervisor/Team Lead|Sales,Sometimes
858,2,1.0,1.0,I don't know,I am not sure,I don't know,Yes,Yes,1,No,No,Maybe,Maybe,Yes,No,1,Maybe,Maybe,No,No,Neutral,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Canada,9,Front-end Developer,Sometimes
859,2,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,1,No,No,Yes,Yes,Yes,No,1,Yes,Maybe,Maybe,No,Somewhat open,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,6,Back-end Developer|Front-end Developer|Designer,Sometimes
860,4,1.0,1.0,I don't know,No,No,No,I don't know,2,Maybe,No,Yes,Maybe,I don't know,No,1,Maybe,No,Maybe,No,Very open,I am not sure,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,3,Male,Canada,9,Front-end Developer,Sometimes
861,4,1.0,1.0,I don't know,I am not sure,No,No,I don't know,0,Maybe,No,Maybe,Yes,I don't know,No,1,No,No,Maybe,No,Somewhat open,No,Yes,Yes,Maybe,No,1,Sometimes,Often,3,Female,USA,2,Front-end Developer,Sometimes
862,6,0.0,0.0,No,I am not sure,Yes,Yes,I don't know,2,No,No,Maybe,Yes,No,No,1,Yes,Maybe,Maybe,Maybe,Somewhat not open,Yes,Yes,Yes,Maybe,Yes,1,Never,Rarely,3,Male,USA,4,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Never
863,6,0.0,0.0,I don't know,I am not sure,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,No,No,Yes,Maybe,Somewhat not open,No,I don't know,No,No,No,0,Sometimes,Often,4,Male,USA,6,Other|DevOps/SysAdmin|Support|Back-end Developer,Sometimes
864,2,1.0,1.0,I don't know,No,No,I don't know,I don't know,1,No,No,Maybe,Yes,I don't know,No,1,No,No,Maybe,Yes,Not open at all,No,Yes,Yes,Maybe,Yes,1,Sometimes,Sometimes,3,Male,USA,2,Back-end Developer,Never
865,1,1.0,1.0,No,I am not sure,No,No,I don't know,1,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,Maybe,No,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,2,Other,Always
866,4,1.0,1.0,I don't know,I am not sure,No,No,I don't know,4,Yes,Maybe,No,No,No,Yes,1,No,No,Yes,Yes,Neutral,Yes,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,7,Supervisor/Team Lead|Back-end Developer|Support|DevOps/SysAdmin,Always
868,1,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,Yes,Yes,1,No,No,Maybe,Yes,Yes,No,1,No,No,No,No,Somewhat open,No,Yes,No,Yes,Yes,1,Rarely,Often,2,Female,USA,5,Designer,Sometimes
869,6,0.0,0.0,I don't know,No,No,No,I don't know,5,Yes,No,No,No,No,No,1,Maybe,No,Yes,Yes,Not open at all,Yes,Yes,Yes,Yes,Yes,1,Not applicable to me,Not applicable to me,2,Male,UK,9,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Never
870,3,1.0,1.0,Yes,Yes,No,I don't know,I don't know,2,Yes,Maybe,No,Maybe,No,No,1,Maybe,No,Yes,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Female,USA,2,Back-end Developer,Sometimes
874,4,1.0,1.0,I don't know,No,No,I don't know,I don't know,5,Yes,Maybe,Maybe,Maybe,No,Yes,1,No,No,Maybe,Maybe,Somewhat not open,Yes,I don't know,Maybe,Maybe,Yes,1,Rarely,Rarely,3,Male,USA,8,DevOps/SysAdmin|Back-end Developer,Always
875,2,1.0,1.0,I don't know,I am not sure,No,No,I don't know,2,Maybe,No,Maybe,Maybe,I don't know,No,1,Maybe,No,Yes,Maybe,Very open,Yes,No,Yes,No,Yes,1,Sometimes,Sometimes,2,Female,Germany,9,Full track,Always
876,6,1.0,1.0,No,No,No,No,I don't know,0,No,No,Maybe,Maybe,I don't know,No,1,Maybe,No,Yes,Yes,Somewhat open,No,No,No,Maybe,No,0,Never,Never,3,Male,USA,4,Full track,Always
878,6,0.0,0.0,Yes,Yes,I don't know,Yes,Yes,2,Maybe,No,Maybe,Yes,I don't know,No,1,No,No,Maybe,Maybe,Somewhat open,No,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,3,Female,USA,4,Front-end Developer,Never
880,2,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,2,No,No,Maybe,Yes,Yes,No,1,No,No,Maybe,Maybe,Neutral,Yes,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,3,Female,Other,9,Support|Other,Always
881,6,0.0,0.0,Yes,Yes,No,Yes,No,1,Yes,No,No,No,No,No,1,No,No,Yes,Yes,Somewhat not open,Yes,Yes,Maybe,Maybe,Yes,0,Rarely,Often,3,Male,USA,3,Supervisor/Team Lead|Back-end Developer,Sometimes
882,3,1.0,1.0,I don't know,No,No,I don't know,I don't know,4,Maybe,Maybe,No,No,No,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,Yes,Yes,Yes,No,Yes,1,Sometimes,Sometimes,4,Male,USA,3,Support|Back-end Developer|Front-end Developer,Sometimes
883,6,1.0,1.0,I don't know,No,No,I don't know,I don't know,2,No,No,Maybe,Yes,Yes,No,1,Yes,Yes,No,No,Somewhat open,No,No,No,Maybe,No,0,Rarely,Sometimes,2,Male,USA,3,Front-end Developer,Sometimes
884,3,1.0,1.0,I don't know,I am not sure,No,I don't know,Yes,3,Maybe,No,No,No,Yes,No,1,Yes,Maybe,Yes,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Other,9,Back-end Developer,Sometimes
889,3,0.0,0.0,I don't know,I am not sure,Yes,No,I don't know,2,No,No,Yes,Yes,Yes,No,1,Yes,Yes,Yes,No,Somewhat open,Yes,No,Yes,Yes,Yes,1,Sometimes,Often,5,Male,USA,3,Supervisor/Team Lead,Sometimes
890,5,0.0,0.0,I don't know,No,No,Yes,Yes,3,No,No,Yes,Yes,I don't know,No,1,Yes,Maybe,Yes,Maybe,Somewhat open,Maybe,I don't know,Maybe,Maybe,No,1,Not applicable to me,Not applicable to me,2,Male,USA,5,Back-end Developer,Sometimes
893,1,1.0,1.0,No,I am not sure,No,No,No,1,No,No,Yes,Yes,I don't know,No,1,Yes,Yes,No,No,Neutral,No,Yes,Maybe,Maybe,No,0,Rarely,Rarely,3,Male,Other,9,Other|Dev Evangelist/Advocate|Support,Sometimes
895,6,0.0,0.0,Not eligible for coverage / N/A,I am not sure,No,Yes,I don't know,3,Maybe,No,No,Maybe,No,No,1,Yes,Maybe,Yes,Yes,Neutral,Maybe,Yes,Maybe,No,No,1,Not applicable to me,Not applicable to me,5,Male,Other,9,Support|Designer|Front-end Developer,Never
898,6,0.0,0.0,Yes,Yes,No,I don't know,I don't know,4,Yes,Maybe,Maybe,Maybe,No,No,1,Maybe,Maybe,Yes,Yes,Neutral,Maybe,I don't know,Yes,Maybe,Yes,1,Sometimes,Often,3,Male,USA,5,Other|Dev Evangelist/Advocate|Support,Never
903,3,1.0,1.0,No,I am not sure,No,No,I don't know,3,Maybe,No,Yes,Yes,I don't know,No,1,No,No,Yes,Maybe,Somewhat not open,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Other,9,Designer|Supervisor/Team Lead,Sometimes
904,2,0.0,0.0,I don't know,No,No,I don't know,I don't know,4,Maybe,No,No,Yes,I don't know,No,1,Maybe,No,No,Maybe,Not open at all,Maybe,No,Maybe,Maybe,No,0,Not applicable to me,Sometimes,2,Male,USA,7,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Never
905,2,1.0,1.0,I don't know,No,No,Yes,Yes,0,No,No,No,Yes,Yes,Yes,1,No,No,Yes,No,Somewhat not open,No,Yes,Yes,Yes,No,0,Not applicable to me,Often,4,Female,USA,7,Other,Always
906,5,0.0,0.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,5,Yes,Maybe,No,No,No,No,1,No,No,Yes,Yes,Neutral,Maybe,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,3,Male,Other,9,Front-end Developer,Never
908,4,0.0,0.0,Yes,Yes,No,No,Yes,4,Maybe,No,Maybe,Maybe,No,No,1,No,No,Yes,Yes,Somewhat open,Yes,I don't know,Yes,Yes,Yes,0,Never,Often,2,Female,Germany,9,Other,Never
910,6,0.0,0.0,No,Yes,No,No,I don't know,2,Maybe,No,No,No,No,No,0,No,No,Yes,Yes,Somewhat open,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,4,Male,USA,1,Front-end Developer,Sometimes
911,1,1.0,1.0,No,Yes,No,No,I don't know,2,Maybe,No,Maybe,Maybe,Yes,No,1,No,No,Maybe,Maybe,Somewhat open,No,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,3,Male,USA,2,Executive Leadership|Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer|One-person shop,Sometimes
913,2,1.0,1.0,No,I am not sure,No,No,I don't know,2,No,No,No,No,I don't know,No,1,Maybe,No,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Male,Canada,9,Designer,Never
915,3,1.0,1.0,Not eligible for coverage / N/A,I am not sure,Yes,No,Yes,1,No,No,Yes,Yes,Yes,No,1,No,No,No,No,Very open,No,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Male,Australia,9,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
